date,item,sales,prev_sales,dayofweek,weekofyear
2019-03-04,item_8,30,23.0,0,10
2019-03-05,item_8,39,30.0,1,10
2019-03-06,item_8,19,39.0,2,10
2019-03-07,item_8,28,19.0,3,10
2019-03-08,item_8,27,28.0,4,10
2019-03-09,item_8,35,27.0,5,10
2019-03-10,item_8,23,35.0,6,10
2019-03-11,item_8,27,23.0,0,11
2019-03-12,item_8,21,27.0,1,11
2019-03-13,item_8,29,21.0,2,11
2019-03-14,item_8,30,29.0,3,11
2019-03-15,item_8,31,30.0,4,11
2019-03-16,item_8,20,31.0,5,11
2019-03-17,item_8,35,20.0,6,11
2019-03-18,item_8,20,35.0,0,12
2019-03-19,item_8,24,20.0,1,12
2019-03-20,item_8,40,24.0,2,12
2019-03-21,item_8,32,40.0,3,12
2019-03-22,item_8,25,32.0,4,12
2019-03-23,item_8,25,25.0,5,12
2019-03-24,item_8,35,25.0,6,12
2019-03-25,item_8,22,35.0,0,13
2019-03-26,item_8,24,22.0,1,13
2019-03-27,item_8,31,24.0,2,13
2019-03-28,item_8,27,31.0,3,13
2019-03-29,item_8,40,27.0,4,13
2019-03-30,item_8,27,40.0,5,13
2019-03-31,item_8,28,27.0,6,13
2019-04-01,item_8,22,28.0,0,14
2019-04-02,item_8,29,22.0,1,14
2019-04-03,item_8,35,29.0,2,14
2019-04-04,item_8,41,35.0,3,14
2019-04-05,item_8,24,41.0,4,14
2019-04-06,item_8,25,24.0,5,14
2019-04-07,item_8,32,25.0,6,14
2019-04-08,item_8,28,32.0,0,15
2019-04-09,item_8,45,28.0,1,15
2019-04-10,item_8,28,45.0,2,15
2019-04-11,item_8,39,28.0,3,15
2019-04-12,item_8,23,39.0,4,15
2019-04-13,item_8,27,23.0,5,15
2019-04-14,item_8,33,27.0,6,15
2019-04-15,item_8,30,33.0,0,16
2019-04-16,item_8,28,30.0,1,16
2019-04-17,item_8,35,28.0,2,16
2019-04-18,item_8,38,35.0,3,16
2019-04-19,item_8,35,38.0,4,16
2019-04-20,item_8,30,35.0,5,16
2019-04-21,item_8,24,30.0,6,16
2019-04-22,item_8,32,24.0,0,17
2019-04-23,item_8,28,32.0,1,17
2019-04-24,item_8,22,28.0,2,17
2019-04-25,item_8,33,22.0,3,17
2019-04-26,item_8,24,33.0,4,17
2019-04-27,item_8,28,24.0,5,17
2019-04-28,item_8,28,28.0,6,17
2019-04-29,item_8,32,28.0,0,18
2019-04-30,item_8,26,32.0,1,18
2019-05-01,item_8,30,26.0,2,18
2019-05-02,item_8,31,30.0,3,18
2019-05-03,item_8,28,31.0,4,18
2019-05-04,item_8,31,28.0,5,18
2019-05-05,item_8,38,31.0,6,18
2019-05-06,item_8,25,38.0,0,19
2019-05-07,item_8,30,25.0,1,19
2019-05-08,item_8,24,30.0,2,19
2019-05-09,item_8,32,24.0,3,19
2019-05-10,item_8,39,32.0,4,19
2019-05-11,item_8,21,39.0,5,19
2019-05-12,item_8,32,21.0,6,19
2019-05-13,item_8,34,32.0,0,20
2019-05-14,item_8,24,34.0,1,20
2019-05-15,item_8,27,24.0,2,20
2019-05-16,item_8,31,27.0,3,20
2019-05-17,item_8,30,31.0,4,20
2019-05-18,item_8,34,30.0,5,20
2019-05-19,item_8,36,34.0,6,20
2019-05-20,item_8,34,36.0,0,21
2019-05-21,item_8,26,34.0,1,21
2019-05-22,item_8,32,26.0,2,21
2019-05-23,item_8,29,32.0,3,21
2019-05-24,item_8,32,29.0,4,21
2019-05-25,item_8,33,32.0,5,21
2019-05-26,item_8,27,33.0,6,21
2019-05-27,item_8,40,27.0,0,22
2019-05-28,item_8,30,40.0,1,22
2019-05-29,item_8,27,30.0,2,22
2019-05-30,item_8,27,27.0,3,22
2019-05-31,item_8,31,27.0,4,22
2019-06-01,item_8,28,31.0,5,22
2019-06-02,item_8,32,28.0,6,22
2019-06-03,item_8,37,32.0,0,23
2019-06-04,item_8,41,37.0,1,23
2019-06-05,item_8,34,41.0,2,23
2019-06-06,item_8,24,34.0,3,23
2019-06-07,item_8,33,24.0,4,23
2019-06-08,item_8,32,33.0,5,23
2019-06-09,item_8,26,32.0,6,23
2019-06-10,item_8,33,26.0,0,24
2019-06-11,item_8,33,33.0,1,24
2019-06-12,item_8,34,33.0,2,24
2019-06-13,item_8,24,34.0,3,24
2019-06-14,item_8,30,24.0,4,24
2019-06-15,item_8,37,30.0,5,24
2019-06-16,item_8,28,37.0,6,24
2019-06-17,item_8,27,28.0,0,25
2019-06-18,item_8,26,27.0,1,25
2019-06-19,item_8,27,26.0,2,25
2019-06-20,item_8,24,27.0,3,25
2019-06-21,item_8,31,24.0,4,25
2019-06-22,item_8,28,31.0,5,25
2019-06-23,item_8,31,28.0,6,25
2019-06-24,item_8,25,31.0,0,26
2019-06-25,item_8,31,25.0,1,26
2019-06-26,item_8,32,31.0,2,26
2019-06-27,item_8,29,32.0,3,26
2019-06-28,item_8,30,29.0,4,26
2019-06-29,item_8,19,30.0,5,26
2019-06-30,item_8,26,19.0,6,26
2019-07-01,item_8,24,26.0,0,27
2019-07-02,item_8,17,24.0,1,27
2019-07-03,item_8,29,17.0,2,27
2019-07-04,item_8,27,29.0,3,27
2019-07-05,item_8,30,27.0,4,27
2019-07-06,item_8,34,30.0,5,27
2019-07-07,item_8,30,34.0,6,27
2019-07-08,item_8,24,30.0,0,28
2019-07-09,item_8,25,24.0,1,28
2019-07-10,item_8,40,25.0,2,28
2019-07-11,item_8,32,40.0,3,28
2019-07-12,item_8,36,32.0,4,28
2019-07-13,item_8,27,36.0,5,28
2019-07-14,item_8,32,27.0,6,28
2019-07-15,item_8,29,32.0,0,29
2019-07-16,item_8,31,29.0,1,29
2019-07-17,item_8,32,31.0,2,29
2019-07-18,item_8,24,32.0,3,29
2019-07-19,item_8,24,24.0,4,29
2019-07-20,item_8,24,24.0,5,29
2019-07-21,item_8,22,24.0,6,29
2019-07-22,item_8,32,22.0,0,30
2019-07-23,item_8,22,32.0,1,30
2019-07-24,item_8,18,22.0,2,30
2019-07-25,item_8,36,18.0,3,30
2019-07-26,item_8,27,36.0,4,30
2019-07-27,item_8,16,27.0,5,30
2019-07-28,item_8,33,16.0,6,30
2019-07-29,item_8,26,33.0,0,31
2019-07-30,item_8,32,26.0,1,31
2019-07-31,item_8,37,32.0,2,31
2019-08-01,item_8,22,37.0,3,31
2019-08-02,item_8,31,22.0,4,31
2019-08-03,item_8,27,31.0,5,31
2019-08-04,item_8,33,27.0,6,31
2019-08-05,item_8,29,33.0,0,32
2019-08-06,item_8,41,29.0,1,32
2019-08-07,item_8,27,41.0,2,32
2019-08-08,item_8,31,27.0,3,32
2019-08-09,item_8,31,31.0,4,32
2019-08-10,item_8,30,31.0,5,32
2019-08-11,item_8,31,30.0,6,32
2019-08-12,item_8,28,31.0,0,33
2019-08-13,item_8,27,28.0,1,33
2019-08-14,item_8,23,27.0,2,33
2019-08-15,item_8,46,23.0,3,33
2019-08-16,item_8,23,46.0,4,33
2019-08-17,item_8,32,23.0,5,33
2019-08-18,item_8,27,32.0,6,33
2019-08-19,item_8,31,27.0,0,34
2019-08-20,item_8,24,31.0,1,34
2019-08-21,item_8,37,24.0,2,34
2019-08-22,item_8,25,37.0,3,34
2019-08-23,item_8,37,25.0,4,34
2019-08-24,item_8,27,37.0,5,34
2019-08-25,item_8,21,27.0,6,34
2019-08-26,item_8,36,21.0,0,35
2019-08-27,item_8,36,36.0,1,35
2019-08-28,item_8,32,36.0,2,35
2019-08-29,item_8,28,32.0,3,35
2019-08-30,item_8,37,28.0,4,35
2019-08-31,item_8,30,37.0,5,35
2019-09-01,item_8,25,30.0,6,35
2019-09-02,item_8,32,25.0,0,36
2019-09-03,item_8,28,32.0,1,36
2019-09-04,item_8,27,28.0,2,36
2019-09-05,item_8,27,27.0,3,36
2019-09-06,item_8,29,27.0,4,36
2019-09-07,item_8,45,29.0,5,36
2019-09-08,item_8,36,45.0,6,36
2019-09-09,item_8,30,36.0,0,37
2019-09-10,item_8,30,30.0,1,37
2019-09-11,item_8,27,30.0,2,37
2019-09-12,item_8,36,27.0,3,37
2019-09-13,item_8,23,36.0,4,37
2019-09-14,item_8,24,23.0,5,37
2019-09-15,item_8,30,24.0,6,37
2019-09-16,item_8,19,30.0,0,38
2019-09-17,item_8,34,19.0,1,38
2019-09-18,item_8,22,34.0,2,38
2019-09-19,item_8,29,22.0,3,38
2019-09-20,item_8,26,29.0,4,38
2019-09-21,item_8,27,26.0,5,38
2019-09-22,item_8,28,27.0,6,38
2019-09-23,item_8,36,28.0,0,39
2019-09-24,item_8,30,36.0,1,39
2019-09-25,item_8,29,30.0,2,39
2019-09-26,item_8,26,29.0,3,39
2019-09-27,item_8,33,26.0,4,39
2019-09-28,item_8,36,33.0,5,39
2019-09-29,item_8,30,36.0,6,39
2019-09-30,item_8,25,30.0,0,40
2019-10-01,item_8,39,25.0,1,40
2019-10-02,item_8,37,39.0,2,40
2019-10-03,item_8,26,37.0,3,40
2019-10-04,item_8,26,26.0,4,40
2019-10-05,item_8,37,26.0,5,40
2019-10-06,item_8,21,37.0,6,40
2019-10-07,item_8,36,21.0,0,41
2019-10-08,item_8,23,36.0,1,41
2019-10-09,item_8,28,23.0,2,41
2019-10-10,item_8,33,28.0,3,41
2019-10-11,item_8,21,33.0,4,41
2019-10-12,item_8,30,21.0,5,41
2019-10-13,item_8,24,30.0,6,41
2019-10-14,item_8,28,24.0,0,42
2019-10-15,item_8,28,28.0,1,42
2019-10-16,item_8,31,28.0,2,42
2019-10-17,item_8,30,31.0,3,42
2019-10-18,item_8,40,30.0,4,42
2019-10-19,item_8,27,40.0,5,42
2019-10-20,item_8,36,27.0,6,42
2019-10-21,item_8,26,36.0,0,43
2019-10-22,item_8,32,26.0,1,43
2019-10-23,item_8,26,32.0,2,43
2019-10-24,item_8,42,26.0,3,43
2019-10-25,item_8,20,42.0,4,43
2019-10-26,item_8,40,20.0,5,43
2019-10-27,item_8,27,40.0,6,43
2019-10-28,item_8,36,27.0,0,44
2019-10-29,item_8,27,36.0,1,44
2019-10-30,item_8,37,27.0,2,44
2019-10-31,item_8,24,37.0,3,44
2019-11-01,item_8,26,24.0,4,44
2019-11-02,item_8,32,26.0,5,44
2019-11-03,item_8,39,32.0,6,44
2019-11-04,item_8,25,39.0,0,45
2019-11-05,item_8,34,25.0,1,45
2019-11-06,item_8,39,34.0,2,45
2019-11-07,item_8,22,39.0,3,45
2019-11-08,item_8,24,22.0,4,45
2019-11-09,item_8,30,24.0,5,45
2019-11-10,item_8,30,30.0,6,45
2019-11-11,item_8,37,30.0,0,46
2019-11-12,item_8,28,37.0,1,46
2019-11-13,item_8,28,28.0,2,46
2019-11-14,item_8,35,28.0,3,46
2019-11-15,item_8,35,35.0,4,46
2019-11-16,item_8,35,35.0,5,46
2019-11-17,item_8,24,35.0,6,46
2019-11-18,item_8,30,24.0,0,47
2019-11-19,item_8,29,30.0,1,47
2019-11-20,item_8,32,29.0,2,47
2019-11-21,item_8,21,32.0,3,47
2019-11-22,item_8,33,21.0,4,47
2019-11-23,item_8,35,33.0,5,47
2019-11-24,item_8,22,35.0,6,47
2019-11-25,item_8,38,22.0,0,48
2019-11-26,item_8,24,38.0,1,48
2019-11-27,item_8,31,24.0,2,48
2019-11-28,item_8,24,31.0,3,48
2019-11-29,item_8,29,24.0,4,48
2019-11-30,item_8,25,29.0,5,48
2019-12-01,item_8,29,25.0,6,48
2019-12-02,item_8,37,29.0,0,49
2019-12-03,item_8,26,37.0,1,49
2019-12-04,item_8,29,26.0,2,49
2019-12-05,item_8,29,29.0,3,49
2019-12-06,item_8,24,29.0,4,49
2019-12-07,item_8,25,24.0,5,49
2019-12-08,item_8,28,25.0,6,49
2019-12-09,item_8,29,28.0,0,50
2019-12-10,item_8,34,29.0,1,50
2019-12-11,item_8,22,34.0,2,50
2019-12-12,item_8,15,22.0,3,50
2019-12-13,item_8,28,15.0,4,50
2019-12-14,item_8,32,28.0,5,50
2019-12-15,item_8,37,32.0,6,50
2019-12-16,item_8,17,37.0,0,51
2019-12-17,item_8,25,17.0,1,51
2019-12-18,item_8,23,25.0,2,51
2019-12-19,item_8,29,23.0,3,51
2019-12-20,item_8,32,29.0,4,51
2019-12-21,item_8,29,32.0,5,51
2019-12-22,item_8,32,29.0,6,51
2019-12-23,item_8,32,32.0,0,52
2019-12-24,item_8,24,32.0,1,52
2019-12-25,item_8,21,24.0,2,52
2019-12-26,item_8,33,21.0,3,52
2019-12-27,item_8,27,33.0,4,52
2019-12-28,item_8,24,27.0,5,52
2019-12-29,item_8,26,24.0,6,52
2019-12-30,item_8,31,26.0,0,1
2019-12-31,item_8,24,31.0,1,1
2018-01-01,item_9,63,0.0,0,1
2018-01-02,item_9,64,63.0,1,1
2018-01-03,item_9,58,64.0,2,1
2018-01-04,item_9,51,58.0,3,1
2018-01-05,item_9,48,51.0,4,1
2018-01-06,item_9,54,48.0,5,1
2018-01-07,item_9,46,54.0,6,1
2018-01-08,item_9,61,46.0,0,2
2018-01-09,item_9,47,61.0,1,2
2018-01-10,item_9,63,47.0,2,2
2018-01-11,item_9,55,63.0,3,2
2018-01-12,item_9,75,55.0,4,2
2018-01-13,item_9,67,75.0,5,2
2018-01-14,item_9,66,67.0,6,2
2018-01-15,item_9,53,66.0,0,3
2018-01-16,item_9,67,53.0,1,3
2018-01-17,item_9,62,67.0,2,3
2018-01-18,item_9,49,62.0,3,3
2018-01-19,item_9,54,49.0,4,3
2018-01-20,item_9,80,54.0,5,3
2018-01-21,item_9,49,80.0,6,3
2018-01-22,item_9,46,49.0,0,4
2018-01-23,item_9,52,46.0,1,4
2018-01-24,item_9,70,52.0,2,4
2018-01-25,item_9,73,70.0,3,4
2018-01-26,item_9,58,73.0,4,4
2018-01-27,item_9,46,58.0,5,4
2018-01-28,item_9,63,46.0,6,4
2018-01-29,item_9,57,63.0,0,5
2018-01-30,item_9,54,57.0,1,5
2018-01-31,item_9,54,54.0,2,5
2018-02-01,item_9,76,54.0,3,5
2018-02-02,item_9,82,76.0,4,5
2018-02-03,item_9,68,82.0,5,5
2018-02-04,item_9,56,68.0,6,5
2018-02-05,item_9,62,56.0,0,6
2018-02-06,item_9,64,62.0,1,6
2018-02-07,item_9,45,64.0,2,6
2018-02-08,item_9,58,45.0,3,6
2018-02-09,item_9,71,58.0,4,6
2018-02-10,item_9,62,71.0,5,6
2018-02-11,item_9,55,62.0,6,6
2018-02-12,item_9,60,55.0,0,7
2018-02-13,item_9,63,60.0,1,7
2018-02-14,item_9,52,63.0,2,7
2018-02-15,item_9,46,52.0,3,7
2018-02-16,item_9,73,46.0,4,7
2018-02-17,item_9,63,73.0,5,7
2018-02-18,item_9,64,63.0,6,7
2018-02-19,item_9,53,64.0,0,8
2018-02-20,item_9,60,53.0,1,8
2018-02-21,item_9,58,60.0,2,8
2018-02-22,item_9,60,58.0,3,8
2018-02-23,item_9,81,60.0,4,8
2018-02-24,item_9,67,81.0,5,8
2018-02-25,item_9,61,67.0,6,8
2018-02-26,item_9,56,61.0,0,9
2018-02-27,item_9,50,56.0,1,9
2018-02-28,item_9,62,50.0,2,9
2018-03-01,item_9,56,62.0,3,9
2018-03-02,item_9,52,56.0,4,9
2018-03-03,item_9,85,52.0,5,9
2018-03-04,item_9,52,85.0,6,9
2018-03-05,item_9,66,52.0,0,10
2018-03-06,item_9,79,66.0,1,10
2018-03-07,item_9,58,79.0,2,10
2018-03-08,item_9,64,58.0,3,10
2018-03-09,item_9,64,64.0,4,10
2018-03-10,item_9,65,64.0,5,10
2018-03-11,item_9,55,65.0,6,10
2018-03-12,item_9,67,55.0,0,11
2018-03-13,item_9,61,67.0,1,11
2018-03-14,item_9,68,61.0,2,11
2018-03-15,item_9,68,68.0,3,11
2018-03-16,item_9,52,68.0,4,11
2018-03-17,item_9,55,52.0,5,11
2018-03-18,item_9,57,55.0,6,11
2018-03-19,item_9,64,57.0,0,12
2018-03-20,item_9,63,64.0,1,12
2018-03-21,item_9,64,63.0,2,12
2018-03-22,item_9,64,64.0,3,12
2018-03-23,item_9,64,64.0,4,12
2018-03-24,item_9,58,64.0,5,12
2018-03-25,item_9,65,58.0,6,12
2018-03-26,item_9,56,65.0,0,13
2018-03-27,item_9,64,56.0,1,13
2018-03-28,item_9,56,64.0,2,13
2018-03-29,item_9,61,56.0,3,13
2018-03-30,item_9,60,61.0,4,13
2018-03-31,item_9,64,60.0,5,13
2018-04-01,item_9,50,64.0,6,13
2018-04-02,item_9,63,50.0,0,14
2018-04-03,item_9,58,63.0,1,14
2018-04-04,item_9,66,58.0,2,14
2018-04-05,item_9,71,66.0,3,14
2018-04-06,item_9,70,71.0,4,14
2018-04-07,item_9,49,70.0,5,14
2018-04-08,item_9,65,49.0,6,14
2018-04-09,item_9,60,65.0,0,15
2018-04-10,item_9,55,60.0,1,15
2018-04-11,item_9,51,55.0,2,15
2018-04-12,item_9,67,51.0,3,15
2018-04-13,item_9,64,67.0,4,15
2018-04-14,item_9,56,64.0,5,15
2018-04-15,item_9,46,56.0,6,15
2018-04-16,item_9,48,46.0,0,16
2018-04-17,item_9,70,48.0,1,16
2018-04-18,item_9,61,70.0,2,16
2018-04-19,item_9,59,61.0,3,16
2018-04-20,item_9,55,59.0,4,16
2018-04-21,item_9,58,55.0,5,16
2018-04-22,item_9,60,58.0,6,16
2018-04-23,item_9,48,60.0,0,17
2018-04-24,item_9,51,48.0,1,17
2018-04-25,item_9,65,51.0,2,17
2018-04-26,item_9,59,65.0,3,17
2018-04-27,item_9,66,59.0,4,17
2018-04-28,item_9,68,66.0,5,17
2018-04-29,item_9,59,68.0,6,17
2018-04-30,item_9,74,59.0,0,18
2018-05-01,item_9,55,74.0,1,18
2018-05-02,item_9,57,55.0,2,18
2018-05-03,item_9,47,57.0,3,18
2018-05-04,item_9,54,47.0,4,18
2018-05-05,item_9,59,54.0,5,18
2018-05-06,item_9,60,59.0,6,18
2018-05-07,item_9,60,60.0,0,19
2018-05-08,item_9,48,60.0,1,19
2018-05-09,item_9,53,48.0,2,19
2018-05-10,item_9,75,53.0,3,19
2018-05-11,item_9,60,75.0,4,19
2018-05-12,item_9,69,60.0,5,19
2018-05-13,item_9,66,69.0,6,19
2018-05-14,item_9,48,66.0,0,20
2018-05-15,item_9,59,48.0,1,20
2018-05-16,item_9,51,59.0,2,20
2018-05-17,item_9,58,51.0,3,20
2018-05-18,item_9,59,58.0,4,20
2018-05-19,item_9,65,59.0,5,20
2018-05-20,item_9,77,65.0,6,20
2018-05-21,item_9,72,77.0,0,21
2018-05-22,item_9,60,72.0,1,21
2018-05-23,item_9,51,60.0,2,21
2018-05-24,item_9,52,51.0,3,21
2018-05-25,item_9,52,52.0,4,21
2018-05-26,item_9,67,52.0,5,21
2018-05-27,item_9,71,67.0,6,21
2018-05-28,item_9,64,71.0,0,22
2018-05-29,item_9,59,64.0,1,22
2018-05-30,item_9,46,59.0,2,22
2018-05-31,item_9,67,46.0,3,22
2018-06-01,item_9,66,67.0,4,22
2018-06-02,item_9,53,66.0,5,22
2018-06-03,item_9,67,53.0,6,22
2018-06-04,item_9,68,67.0,0,23
2018-06-05,item_9,60,68.0,1,23
2018-06-06,item_9,51,60.0,2,23
2018-06-07,item_9,47,51.0,3,23
2018-06-08,item_9,59,47.0,4,23
2018-06-09,item_9,50,59.0,5,23
2018-06-10,item_9,53,50.0,6,23
2018-06-11,item_9,53,53.0,0,24
2018-06-12,item_9,63,53.0,1,24
2018-06-13,item_9,67,63.0,2,24
2018-06-14,item_9,50,67.0,3,24
2018-06-15,item_9,70,50.0,4,24
2018-06-16,item_9,51,70.0,5,24
2018-06-17,item_9,63,51.0,6,24
2018-06-18,item_9,58,63.0,0,25
2018-06-19,item_9,55,58.0,1,25
2018-06-20,item_9,50,55.0,2,25
2018-06-21,item_9,49,50.0,3,25
2018-06-22,item_9,57,49.0,4,25
2018-06-23,item_9,56,57.0,5,25
2018-06-24,item_9,51,56.0,6,25
2018-06-25,item_9,52,51.0,0,26
2018-06-26,item_9,50,52.0,1,26
2018-06-27,item_9,54,50.0,2,26
2018-06-28,item_9,48,54.0,3,26
2018-06-29,item_9,70,48.0,4,26
2018-06-30,item_9,64,70.0,5,26
2018-07-01,item_9,46,64.0,6,26
2018-07-02,item_9,70,46.0,0,27
2018-07-03,item_9,66,70.0,1,27
2018-07-04,item_9,74,66.0,2,27
2018-07-05,item_9,69,74.0,3,27
2018-07-06,item_9,55,69.0,4,27
2018-07-07,item_9,75,55.0,5,27
2018-07-08,item_9,55,75.0,6,27
2018-07-09,item_9,68,55.0,0,28
2018-07-10,item_9,68,68.0,1,28
2018-07-11,item_9,57,68.0,2,28
2018-07-12,item_9,47,57.0,3,28
2018-07-13,item_9,60,47.0,4,28
2018-07-14,item_9,74,60.0,5,28
2018-07-15,item_9,67,74.0,6,28
2018-07-16,item_9,45,67.0,0,29
2018-07-17,item_9,61,45.0,1,29
2018-07-18,item_9,68,61.0,2,29
2018-07-19,item_9,61,68.0,3,29
2018-07-20,item_9,62,61.0,4,29
2018-07-21,item_9,63,62.0,5,29
2018-07-22,item_9,66,63.0,6,29
2018-07-23,item_9,83,66.0,0,30
2018-07-24,item_9,78,83.0,1,30
2018-07-25,item_9,64,78.0,2,30
2018-07-26,item_9,57,64.0,3,30
2018-07-27,item_9,65,57.0,4,30
2018-07-28,item_9,61,65.0,5,30
2018-07-29,item_9,73,61.0,6,30
2018-07-30,item_9,65,73.0,0,31
2018-07-31,item_9,64,65.0,1,31
2018-08-01,item_9,56,64.0,2,31
2018-08-02,item_9,56,56.0,3,31
2018-08-03,item_9,71,56.0,4,31
2018-08-04,item_9,61,71.0,5,31
2018-08-05,item_9,71,61.0,6,31
2018-08-06,item_9,59,71.0,0,32
2018-08-07,item_9,57,59.0,1,32
2018-08-08,item_9,52,57.0,2,32
2018-08-09,item_9,66,52.0,3,32
2018-08-10,item_9,54,66.0,4,32
2018-08-11,item_9,56,54.0,5,32
2018-08-12,item_9,62,56.0,6,32
2018-08-13,item_9,57,62.0,0,33
2018-08-14,item_9,54,57.0,1,33
2018-08-15,item_9,47,54.0,2,33
2018-08-16,item_9,46,47.0,3,33
2018-08-17,item_9,53,46.0,4,33
2018-08-18,item_9,70,53.0,5,33
2018-08-19,item_9,53,70.0,6,33
2018-08-20,item_9,65,53.0,0,34
2018-08-21,item_9,66,65.0,1,34
2018-08-22,item_9,56,66.0,2,34
2018-08-23,item_9,43,56.0,3,34
2018-08-24,item_9,71,43.0,4,34
2018-08-25,item_9,75,71.0,5,34
2018-08-26,item_9,75,75.0,6,34
2018-08-27,item_9,48,75.0,0,35
2018-08-28,item_9,58,48.0,1,35
2018-08-29,item_9,60,58.0,2,35
2018-08-30,item_9,79,60.0,3,35
2018-08-31,item_9,70,79.0,4,35
2018-09-01,item_9,60,70.0,5,35
2018-09-02,item_9,58,60.0,6,35
2018-09-03,item_9,68,58.0,0,36
2018-09-04,item_9,44,68.0,1,36
2018-09-05,item_9,67,44.0,2,36
2018-09-06,item_9,62,67.0,3,36
2018-09-07,item_9,70,62.0,4,36
2018-09-08,item_9,56,70.0,5,36
2018-09-09,item_9,52,56.0,6,36
2018-09-10,item_9,58,52.0,0,37
2018-09-11,item_9,60,58.0,1,37
2018-09-12,item_9,61,60.0,2,37
2018-09-13,item_9,55,61.0,3,37
2018-09-14,item_9,66,55.0,4,37
2018-09-15,item_9,54,66.0,5,37
2018-09-16,item_9,60,54.0,6,37
2018-09-17,item_9,64,60.0,0,38
2018-09-18,item_9,65,64.0,1,38
2018-09-19,item_9,59,65.0,2,38
2018-09-20,item_9,59,59.0,3,38
2018-09-21,item_9,67,59.0,4,38
2018-09-22,item_9,61,67.0,5,38
2018-09-23,item_9,56,61.0,6,38
2018-09-24,item_9,50,56.0,0,39
2018-09-25,item_9,60,50.0,1,39
2018-09-26,item_9,59,60.0,2,39
2018-09-27,item_9,67,59.0,3,39
2018-09-28,item_9,62,67.0,4,39
2018-09-29,item_9,68,62.0,5,39
2018-09-30,item_9,60,68.0,6,39
2018-10-01,item_9,58,60.0,0,40
2018-10-02,item_9,51,58.0,1,40
2018-10-03,item_9,47,51.0,2,40
2018-10-04,item_9,66,47.0,3,40
2018-10-05,item_9,67,66.0,4,40
2018-10-06,item_9,60,67.0,5,40
2018-10-07,item_9,57,60.0,6,40
2018-10-08,item_9,64,57.0,0,41
2018-10-09,item_9,61,64.0,1,41
2018-10-10,item_9,54,61.0,2,41
2018-10-11,item_9,67,54.0,3,41
2018-10-12,item_9,71,67.0,4,41
2018-10-13,item_9,57,71.0,5,41
2018-10-14,item_9,59,57.0,6,41
2018-10-15,item_9,56,59.0,0,42
2018-10-16,item_9,64,56.0,1,42
2018-10-17,item_9,71,64.0,2,42
2018-10-18,item_9,52,71.0,3,42
2018-10-19,item_9,62,52.0,4,42
2018-10-20,item_9,55,62.0,5,42
2018-10-21,item_9,65,55.0,6,42
2018-10-22,item_9,61,65.0,0,43
2018-10-23,item_9,66,61.0,1,43
2018-10-24,item_9,67,66.0,2,43
2018-10-25,item_9,71,67.0,3,43
2018-10-26,item_9,68,71.0,4,43
2018-10-27,item_9,53,68.0,5,43
2018-10-28,item_9,57,53.0,6,43
2018-10-29,item_9,59,57.0,0,44
2018-10-30,item_9,64,59.0,1,44
2018-10-31,item_9,69,64.0,2,44
2018-11-01,item_9,56,69.0,3,44
2018-11-02,item_9,50,56.0,4,44
2018-11-03,item_9,50,50.0,5,44
2018-11-04,item_9,63,50.0,6,44
2018-11-05,item_9,60,63.0,0,45
2018-11-06,item_9,49,60.0,1,45
2018-11-07,item_9,51,49.0,2,45
2018-11-08,item_9,52,51.0,3,45
2018-11-09,item_9,58,52.0,4,45
2018-11-10,item_9,60,58.0,5,45
2018-11-11,item_9,65,60.0,6,45
2018-11-12,item_9,67,65.0,0,46
2018-11-13,item_9,56,67.0,1,46
2018-11-14,item_9,78,56.0,2,46
2018-11-15,item_9,68,78.0,3,46
2018-11-16,item_9,68,68.0,4,46
2018-11-17,item_9,52,68.0,5,46
2018-11-18,item_9,50,52.0,6,46
2018-11-19,item_9,53,50.0,0,47
2018-11-20,item_9,61,53.0,1,47
2018-11-21,item_9,73,61.0,2,47
2018-11-22,item_9,61,73.0,3,47
2018-11-23,item_9,54,61.0,4,47
2018-11-24,item_9,58,54.0,5,47
2018-11-25,item_9,61,58.0,6,47
2018-11-26,item_9,61,61.0,0,48
2018-11-27,item_9,52,61.0,1,48
2018-11-28,item_9,63,52.0,2,48
2018-11-29,item_9,57,63.0,3,48
2018-11-30,item_9,73,57.0,4,48
2018-12-01,item_9,62,73.0,5,48
2018-12-02,item_9,74,62.0,6,48
2018-12-03,item_9,83,74.0,0,49
2018-12-04,item_9,51,83.0,1,49
2018-12-05,item_9,61,51.0,2,49
2018-12-06,item_9,70,61.0,3,49
2018-12-07,item_9,71,70.0,4,49
2018-12-08,item_9,68,71.0,5,49
2018-12-09,item_9,49,68.0,6,49
2018-12-10,item_9,59,49.0,0,50
2018-12-11,item_9,54,59.0,1,50
2018-12-12,item_9,61,54.0,2,50
2018-12-13,item_9,59,61.0,3,50
2018-12-14,item_9,60,59.0,4,50
2018-12-15,item_9,65,60.0,5,50
2018-12-16,item_9,62,65.0,6,50
2018-12-17,item_9,74,62.0,0,51
2018-12-18,item_9,52,74.0,1,51
2018-12-19,item_9,59,52.0,2,51
2018-12-20,item_9,69,59.0,3,51
2018-12-21,item_9,54,69.0,4,51
2018-12-22,item_9,59,54.0,5,51
2018-12-23,item_9,71,59.0,6,51
2018-12-24,item_9,59,71.0,0,52
2018-12-25,item_9,66,59.0,1,52
2018-12-26,item_9,59,66.0,2,52
2018-12-27,item_9,63,59.0,3,52
2018-12-28,item_9,53,63.0,4,52
